,row_doc,col_feature,tfidf_value
21529,2315,3571,0.162410758159
21528,2315,3859,0.121347255009
21527,2315,5138,0.217668163771
21526,2315,5508,0.207703069521
21525,2315,5903,0.164829543597
21524,2315,6469,0.133966888772
21523,2315,6476,0.164829543597
21522,2315,6477,0.179644387971
21521,2315,7265,0.169340925314
21520,2315,7644,0.172405683905
21519,2315,7706,0.189141961243
21518,2315,7799,0.139488761912
21517,2315,8801,0.114071216757
21516,2315,8804,0.164829543597
21515,2315,10160,0.171737913582
21514,2315,10796,0.201558125625
21538,2316,3780,0.524840881337
21537,2316,3791,0.70952199174
21536,2316,9879,0.470234614332
21547,2317,1003,0.140398111589
21546,2317,1807,0.32364989515
21545,2317,2445,0.233347186164
21544,2317,4374,0.233896021866
21543,2317,5813,0.588017332251
21542,2317,5817,0.352308453721
21541,2317,6956,0.209577214769
21540,2317,7412,0.3333507838
21539,2317,8292,0.376098223467
21555,2318,287,0.470568647979
21554,2318,1003,0.202569504581
21553,2318,2551,0.344079110786
21552,2318,3859,0.344653194547
21551,2318,7419,0.284945743902
21550,2318,8092,0.356679262596
21549,2318,8611,0.390143853433
21548,2318,9600,0.373802199909
21556,2319,1003,1.0
21577,2320,2551,0.107581527736
21576,2320,2576,0.244198614588
21575,2320,2577,0.244198614588
21574,2320,4153,0.163422535351
21573,2320,4169,0.244198614588
21572,2320,4170,0.244198614588
21571,2320,4182,0.195474335017
21570,2320,4194,0.244198614588
21569,2320,4195,0.244198614588
21568,2320,5620,0.146750055447
21567,2320,5659,0.244198614588
21566,2320,5674,0.195474335017
21565,2320,5675,0.244198614588
21564,2320,5676,0.244198614588
21563,2320,7580,0.168802117259
21562,2320,7581,0.244198614588
21561,2320,7582,0.244198614588
21560,2320,9543,0.233172583682
21559,2320,9545,0.244198614588
21558,2320,11058,0.120506091235
21557,2320,11073,0.225349490256
21579,2321,3859,0.685822749147
21578,2321,7516,0.727768614845
21590,2322,1003,0.124308894062
21589,2322,1575,0.298650814138
21588,2322,2445,0.413212547041
21587,2322,2457,0.319394315052
21586,2322,3615,0.231401908863
21585,2322,6446,0.24474182967
21584,2322,6680,0.353785015126
21583,2322,10160,0.149663768043
21582,2322,10175,0.383652896177
21581,2322,10763,0.375425547577
21580,2322,11103,0.271026343785
21600,2323,1731,0.344931184739
21599,2323,2492,0.253077874812
21598,2323,3172,0.270979891755
21597,2323,4374,0.234686241938
21596,2323,4378,0.417372699093
21595,2323,4391,0.281605486668
21594,2323,6446,0.277352485035
21593,2323,6490,0.299676863416
21592,2323,7265,0.334477012789
21591,2323,7267,0.39542283395
21604,2324,1708,0.487675506342
21603,2324,7302,0.516063399684
21602,2324,7446,0.489713404419
21601,2324,9950,0.505995997566
21610,2325,4028,0.481895390451
21609,2325,4049,0.446635869284
21608,2325,4082,0.402964613721
21607,2325,6915,0.327453575081
21606,2325,9600,0.476105279239
21605,2325,11017,0.268348043157
21614,2327,1003,0.279467049133
21613,2327,3200,0.439684047683
21612,2327,3207,0.784451850677
21611,2327,10160,0.33646901883
21619,2328,995,0.628617195694
21618,2328,2611,0.295059088949
21617,2328,4937,0.383910916828
21616,2328,8400,0.357339492033
21615,2328,8402,0.492647389803
21628,2329,417,0.347247943446
21627,2329,431,0.463934426917
21626,2329,1003,0.144536715695
21625,2329,2445,0.240225709044
21624,2329,2457,0.371366873284
21623,2329,2611,0.22957107439
21622,2329,8801,0.231170568888
21621,2329,8804,0.334034653491
21620,2329,8806,0.479530234085
21631,2330,1003,0.264431426842
21630,2330,6070,0.58862009047
21629,2330,6071,0.763938747279
21639,2331,1459,0.271835025763
21638,2331,1462,0.306707761414
21637,2331,2135,0.146020639741
21636,2331,3746,0.40266960169
21635,2331,3747,0.40266960169
21634,2331,3748,0.40266960169
21633,2331,10575,0.40266960169
21632,2331,10576,0.40266960169
21644,2332,1003,0.443945190159
21643,2332,4391,0.443725522911
21642,2332,8009,0.464834361781
21641,2332,8557,0.490947874413
21640,2332,9569,0.385900931805
21647,2333,1003,0.320817811673
21646,2333,6701,0.699467879388
21645,2333,7446,0.638608344306
21651,2334,1003,0.287387563146
21650,2334,1117,0.562804702385
21649,2334,4100,0.664173145291
21648,2334,5919,0.399416184695
21654,2335,1966,0.707897955386
21653,2335,4962,0.534944175676
21652,2335,7516,0.461210595791
21658,2336,7676,0.401357746625
21657,2336,8198,0.508884600112
21656,2336,8398,0.507639441683
21655,2336,8399,0.567671225482
21675,2337,1523,0.190664577786
21674,2337,1539,0.300229489171
21673,2337,1540,0.300229489171
21672,2337,2966,0.194681367386
21671,2337,2971,0.217151505418
21670,2337,2974,0.286673557938
21669,2337,5620,0.180421556679
21668,2337,5621,0.230707436651
21667,2337,5626,0.300229489171
21666,2337,7041,0.258238793264
21665,2337,7102,0.246421086851
21664,2337,7103,0.269595104357
21663,2337,7598,0.179056753298
21662,2337,7602,0.200073051837
21661,2337,10063,0.114772113896
21660,2337,10089,0.269595104357
21659,2337,10091,0.286673557938
21682,2338,1952,0.330745775312
21681,2338,1954,0.332194288537
21680,2338,4007,0.391157462164
21679,2338,4657,0.540133136265
21678,2338,5065,0.367518259901
21677,2338,5919,0.228964996929
21676,2338,6520,0.384722731976
21686,2339,2551,0.408982460381
21685,2339,4028,0.449715652932
21684,2339,4374,0.401127106662
21683,2339,8376,0.685263615632
21687,2340,10899,1.0
21698,2341,860,0.162813174459
21697,2341,956,0.25910006331
21696,2341,2400,0.342244720599
21695,2341,5157,0.233492194474
21694,2341,6135,0.178227687163
21693,2341,6397,0.484907552636
21692,2341,7381,0.15112798302
21691,2341,7896,0.224539630326
21690,2341,7966,0.282562497854
21689,2341,9348,0.527749680124
21688,2341,11058,0.19023545353
21702,2342,1198,0.516595676984
21701,2342,1722,0.583749197003
21700,2342,6576,0.432088710303
21699,2342,7381,0.45350317303
21710,2343,2004,0.274777526485
21709,2343,2038,0.425618745558
21708,2343,2039,0.484946950386
21707,2343,3956,0.484946950386
21706,2343,10063,0.185386141704
21705,2343,10076,0.398032701281
21704,2343,10160,0.151432459267
21703,2343,11058,0.239309553603
21713,2344,2400,0.43826165502
21712,2344,2419,0.705304371076
21711,2344,7343,0.557200561628
21718,2345,5919,0.228209397536
21717,2345,8398,0.375719366586
21716,2345,9149,0.584223402099
21715,2345,10405,0.316247090497
21714,2345,10413,0.604504940129
21729,2346,995,0.306405021482
21728,2346,996,0.333352451145
21727,2346,1003,0.0905481609093
21726,2346,2400,0.464913038481
21725,2346,2419,0.498796695924
21724,2346,4028,0.169120866822
21723,2346,4937,0.187128563335
21722,2346,7343,0.394056538573
21721,2346,8092,0.159434912621
21720,2346,8100,0.241325968337
21719,2346,10516,0.138901485628
21741,2347,1003,0.123604286602
21740,2347,1617,0.357091080256
21739,2347,2098,0.243028001288
21738,2347,2445,0.205435188194
21737,2347,2948,0.301657495157
21736,2347,3615,0.230090276959
21735,2347,3618,0.373297561131
21734,2347,3780,0.293476780801
21733,2347,3785,0.39674544695
21732,2347,8221,0.272808042836
21731,2347,9822,0.257114607263
21730,2347,10160,0.297630888258
21755,2348,985,0.391367234078
21754,2348,1003,0.172680561256
21753,2348,1675,0.292166017232
21752,2348,2125,0.185364008127
21751,2348,2611,0.274272608058
21750,2348,2615,0.311769143358
21749,2348,2773,0.231288197472
21748,2348,5180,0.175135170356
21747,2348,6956,0.128883183197
21746,2348,8198,0.198045579257
21745,2348,8400,0.498248171871
21744,2348,8402,0.228970551179
21743,2348,8403,0.260756459763
21742,2348,10063,0.127258329754
21765,2349,1003,0.121678146007
21764,2349,1198,0.209503837879
21763,2349,1722,0.236737747875
21762,2349,2400,0.416498476308
21761,2349,2403,0.303110022582
21760,2349,8325,0.291452421861
21759,2349,9693,0.445266317273
21758,2349,10032,0.529531119726
21757,2349,10160,0.146496435007
21756,2349,10516,0.186655091379
21770,2350,1003,0.124390794637
21769,2350,7676,0.450072290725
21768,2350,8398,0.569253859685
21767,2350,8399,0.636571963491
21766,2350,9600,0.229538758956
21772,2351,1865,0.445113635285
21771,2351,4961,0.895474093251
21773,2352,9879,1.0
21776,2353,2445,0.446988235947
21775,2353,2704,0.539930289301
21774,2353,7706,0.713215815599
21783,2354,1003,0.567627804399
21782,2354,5919,0.262966299443
21781,2354,7041,0.313740277369
21780,2354,7348,0.431894195716
21779,2354,7419,0.266152478247
21778,2354,7446,0.376633132742
21777,2354,8092,0.333154896013
21789,2355,1430,0.399114500949
21788,2355,3722,0.498847682899
21787,2355,3859,0.296042493024
21786,2355,5006,0.331850666097
21785,2355,7516,0.314148860403
21784,2355,9465,0.5435099591
21791,2356,5020,0.751188820409
21790,2356,6736,0.660087385195
21804,2357,1359,0.450800434913
21803,2357,1364,0.498356087877
21802,2357,1865,0.148330751895
21801,2357,1886,0.189266327521
21800,2357,1887,0.25804900281
21799,2357,1889,0.269310982835
21798,2357,6228,0.170291557558
21797,2357,6490,0.20800188908
21796,2357,6576,0.140812651839
21795,2357,6582,0.282478628657
21794,2357,8801,0.312769561933
21793,2357,10160,0.117721177887
21792,2357,10216,0.260594082709
21842,2358,163,0.1782679875
21841,2358,838,0.1782679875
21840,2358,839,0.1782679875
21839,2358,840,0.1782679875
21838,2358,1003,0.0462363595184
21837,2358,1069,0.1782679875
21836,2358,1070,0.1782679875
21835,2358,1575,0.111082368781
21834,2358,1576,0.1782679875
21833,2358,2611,0.0734383002925
21832,2358,2615,0.0834782449986
21831,2358,2622,0.1782679875
21830,2358,3340,0.1782679875
21829,2358,3341,0.1782679875
21828,2358,4231,0.1782679875
21827,2358,4232,0.1782679875
21826,2358,5114,0.1782679875
21825,2358,5115,0.1782679875
21824,2358,5156,0.170218849535
21823,2358,5555,0.1782679875
21822,2358,5919,0.0642600887485
21821,2358,5944,0.1782679875
21820,2358,5945,0.1782679875
21819,2358,6135,0.0824181532405
21818,2358,6161,0.1782679875
21817,2358,6162,0.1782679875
21816,2358,6170,0.1782679875
21815,2358,7348,0.105540365459
21814,2358,7353,0.1782679875
21813,2358,7354,0.1782679875
21812,2358,7713,0.1782679875
21811,2358,7714,0.1782679875
21810,2358,9923,0.114368097994
21809,2358,9932,0.170218849535
21808,2358,9933,0.1782679875
21807,2358,10775,0.148409619333
21806,2358,10776,0.1782679875
21805,2358,10777,0.1782679875
21846,2359,2135,0.384567948331
21845,2359,3373,0.524583754539
21844,2359,3387,0.635669385258
21843,2359,7381,0.415744886002
21851,2360,1003,0.221646208053
21850,2360,4374,0.369251165408
21849,2360,4377,0.626381471114
21848,2360,8801,0.35449871516
21847,2360,8818,0.544521302517
21858,2361,1865,0.179238721011
21857,2361,1872,0.313333578146
21856,2361,3155,0.729301385313
21855,2361,3172,0.454550106097
21854,2361,5020,0.223475413325
21853,2361,6455,0.228704122657
21852,2361,6576,0.170154059731
21866,2362,1339,0.356280466563
21865,2362,1342,0.401612855512
21864,2362,2428,0.28304867382
21863,2362,5813,0.275570847617
21862,2362,7741,0.393527691153
21861,2362,7742,0.4290439341
21860,2362,8080,0.294862311733
21859,2362,10490,0.360317881395
21873,2363,1865,0.260752101547
21872,2363,1879,0.47631889029
21871,2363,2357,0.410490551231
21870,2363,2358,0.41171039303
21869,2363,4962,0.359944557243
21868,2363,8306,0.402473509709
21867,2363,8801,0.27491035922
21883,2364,860,0.389665670645
21882,2364,1952,0.240210192357
21881,2364,1954,0.241262201684
21880,2364,2428,0.257356563461
21879,2364,4657,0.196140803973
21878,2364,5287,0.327612104511
21877,2364,5919,0.166290033194
21876,2364,6397,0.580271920026
21875,2364,7896,0.26869872763
21874,2364,9630,0.289226709253
21895,2365,1003,0.242686742193
21894,2365,1032,0.35951253081
21893,2365,1731,0.297113547317
21892,2365,2445,0.403354915313
21891,2365,2492,0.217993815752
21890,2365,2520,0.265623996709
21889,2365,2611,0.192732538156
21888,2365,2615,0.219081514351
21887,2365,3795,0.334218121976
21886,2365,4543,0.353376167685
21885,2365,6956,0.181133531336
21884,2365,7478,0.297113547317
21905,2366,1359,0.291504372885
21904,2366,1364,0.322255631581
21903,2366,1430,0.290056476139
21902,2366,1431,0.465537734369
21901,2366,1886,0.244773331342
21900,2366,1890,0.344269512312
21899,2366,6576,0.182109423992
21898,2366,6582,0.365322431492
21897,2366,7688,0.352638801339
21896,2366,8801,0.202248462839
21908,2367,7419,0.598598382666
21907,2367,7434,0.589628537458
21906,2367,7899,0.54223441802
21912,2368,2492,0.438743506527
21911,2368,2551,0.414826818707
21910,2368,4391,0.488199842716
21909,2368,8380,0.630145824023
21917,2369,6576,0.320804418432
21916,2369,7676,0.402997941929
21915,2369,8398,0.509713969547
21914,2369,8399,0.569991080241
21913,2369,9569,0.387271250688
21931,2370,1003,0.184127811708
21930,2370,1952,0.184829928754
21929,2370,1954,0.18563939819
21928,2370,3236,0.485938658551
21927,2370,3237,0.284135615401
21926,2370,4016,0.2049327693
21925,2370,4017,0.295507028762
21924,2370,4028,0.17195189173
21923,2370,4657,0.301841403716
21922,2370,4961,0.280971710512
21921,2370,5006,0.175584542072
21920,2370,7724,0.318740889246
21919,2370,10597,0.280971710512
21918,2370,11103,0.20072372123
21935,2371,1886,0.472269102557
21934,2371,1896,0.609982077806
21933,2371,4123,0.502604528277
21932,2371,8801,0.390221024141
21938,2372,2135,0.549767445096
21937,2372,6956,0.586957539846
21936,2372,7381,0.594337112026
21946,2373,1003,0.18590603009
21945,2373,1952,0.373229855694
21944,2373,1954,0.374864429504
21943,2373,4657,0.304756443696
21942,2373,4937,0.38419696189
21941,2373,6397,0.45080269669
21940,2373,7419,0.261505956435
21939,2373,8238,0.416560740101
21956,2374,860,0.394601228458
21955,2374,943,0.350042105422
21954,2374,2098,0.238230630645
21953,2374,2101,0.355828285743
21952,2374,4967,0.383432630201
21951,2374,5020,0.229173185922
21950,2374,5919,0.168396285128
21949,2374,5932,0.331761683506
21948,2374,5933,0.395041004692
21947,2374,9569,0.210645063305
21964,2375,1003,0.193746220231
21963,2375,1080,0.474394491038
21962,2375,4657,0.317608896433
21961,2375,6362,0.433166612423
21960,2375,6630,0.318567812987
21959,2375,6736,0.32201384199
21958,2375,7896,0.435101236595
21957,2375,10160,0.233263995971
21979,2376,860,0.309855817117
21978,2376,1952,0.19101124641
21977,2376,1954,0.191847787152
21976,2376,2098,0.187067706326
21975,2376,3089,0.534123537667
21974,2376,4657,0.155967984002
21973,2376,5302,0.232960578938
21972,2376,6228,0.165702488173
21971,2376,6490,0.202396590058
21970,2376,6523,0.244456178106
21969,2376,6630,0.312877757
21968,2376,8428,0.279409835249
21967,2376,9600,0.175567378916
21966,2376,10516,0.145949729808
21965,2376,10534,0.2748663075
21989,2377,1459,0.37900192774
21988,2377,1462,0.427622718971
21987,2377,2135,0.203587097713
21986,2377,3154,0.345728621094
21985,2377,4565,0.349829653679
21984,2377,5106,0.41150367351
21983,2377,5919,0.202373111404
21982,2377,7916,0.314994968573
21981,2377,10160,0.175311171656
21980,2377,10516,0.223368730875
21995,2378,121,0.445694418198
21994,2378,6490,0.436585146203
21993,2378,6576,0.295558432005
21992,2378,6956,0.30635473767
21991,2378,6986,0.588388196313
21990,2378,7419,0.288688784195
21997,2379,860,0.82442808429
21996,2379,6569,0.565966725023
22011,2380,860,0.387327076019
22010,2380,1198,0.204773447183
22009,2380,4007,0.282380339589
22008,2380,4028,0.222132346313
22007,2380,4657,0.194963656832
22006,2380,6394,0.265898555501
22005,2380,6736,0.197667624837
22004,2380,7516,0.214725647033
22003,2380,7519,0.313874692805
22002,2380,8984,0.284027676632
22001,2380,8985,0.325645926927
22000,2380,9513,0.231094697866
21999,2380,9569,0.206761993029
21998,2380,9628,0.321997016441
22024,2381,5125,0.248099311806
22023,2381,5133,0.301962424354
22022,2381,6880,0.180194060569
22021,2381,6889,0.289299204773
22020,2381,6891,0.320651981358
22019,2381,7041,0.307144971794
22018,2381,7188,0.340964813048
22017,2381,9600,0.170904434263
22016,2381,10032,0.20152756271
22015,2381,10300,0.340964813048
22014,2381,11017,0.192654324584
22013,2381,11025,0.279709466039
22012,2381,11026,0.340964813048
22031,2382,1865,0.228099368019
22030,2382,4902,0.365771095896
22029,2382,4904,0.38964096026
22028,2382,4905,0.445482846965
22027,2382,7773,0.323414679285
22026,2382,7776,0.437879093881
22025,2382,8517,0.409355570659
22037,2383,1003,0.204438917057
22036,2383,2798,0.392285381006
22035,2383,5919,0.284132727805
22034,2383,5936,0.514938675965
22033,2383,8557,0.452167763054
22032,2383,8560,0.503952354971
22047,2384,1484,0.333071744876
22046,2384,1751,0.333071744876
22045,2384,2773,0.34279265574
22044,2384,3503,0.288682929694
22043,2384,3859,0.217720706736
22042,2384,6303,0.372659926128
22041,2384,6576,0.184286297207
22040,2384,8542,0.375800318499
22039,2384,10063,0.188609800665
22038,2384,10068,0.424550449879
22064,2385,1484,0.252526461186
22063,2385,1490,0.311414630881
22062,2385,2256,0.224794355239
22061,2385,3859,0.165070260221
22060,2385,4123,0.199862210311
22059,2385,4143,0.287447522488
22058,2385,5006,0.185036530559
22057,2385,5007,0.236777909435
22056,2385,5334,0.282541205667
22055,2385,6576,0.139721147754
22054,2385,6580,0.335899206144
22053,2385,6581,0.345194372916
22052,2385,6736,0.161250806514
22051,2385,8035,0.257292286989
22050,2385,8801,0.155172570096
22049,2385,10486,0.246266373758
22048,2385,10861,0.200827246846
22073,2386,1003,0.159618519857
22072,2386,5865,0.332029367049
22071,2386,6070,0.355308250311
22070,2386,6071,0.461135703717
22069,2386,6394,0.356865870436
22068,2386,7381,0.241263842926
22067,2386,10063,0.235264306381
22066,2386,10826,0.34870645445
22065,2386,10840,0.403585630241
22082,2387,1003,0.14320655862
22081,2387,2492,0.25727111314
22080,2387,2514,0.428256338175
22079,2387,2515,0.466906874064
22078,2387,2804,0.339050649478
22077,2387,4374,0.238574749953
22076,2387,4377,0.40470773513
22075,2387,8801,0.229043129044
22074,2387,8818,0.351817531703
22091,2388,1865,0.214521365019
22090,2388,1883,0.38079912275
22089,2388,4902,0.343997949041
22088,2388,4904,0.366446919113
22087,2388,6630,0.232513479539
22086,2388,6634,0.326808107319
22085,2388,7773,0.304162870199
22084,2388,8022,0.3204944339
22083,2388,8028,0.447500712453
22094,2389,2400,0.43826165502
22093,2389,2419,0.705304371076
22092,2389,7343,0.557200561628
22098,2390,1198,0.406667897682
22097,2390,4028,0.441141639821
22096,2390,4029,0.582219032812
22095,2390,10899,0.548667724987
22107,2391,3498,0.3357248752
22106,2391,3503,0.282730796361
22105,2391,4476,0.341201710746
22104,2391,4582,0.433902237135
22103,2391,4593,0.324769397919
22102,2391,4601,0.433902237135
22101,2391,5065,0.279583167914
22100,2391,5351,0.279583167914
22099,2391,8830,0.229308825337
22116,2392,1003,0.16987372251
22115,2392,1117,0.332671771852
22114,2392,2135,0.237509691278
22113,2392,6008,0.378960303732
22112,2392,6956,0.253576499165
22111,2392,6959,0.392590282427
22110,2392,10063,0.250379614687
22109,2392,10105,0.473724046808
22108,2392,10315,0.393596304095
22132,2393,1430,0.397586901211
22131,2393,1865,0.262948951164
22130,2393,1882,0.261741143622
22129,2393,1886,0.167758140764
22128,2393,1905,0.234643204492
22127,2393,2112,0.215892765024
22126,2393,4123,0.178533807837
22125,2393,5865,0.180278357949
22124,2393,5868,0.308356771122
22123,2393,6576,0.124810730879
22122,2393,10486,0.219985926208
22121,2393,10619,0.208214934068
22120,2393,10826,0.189333333895
22119,2393,10840,0.21913048041
22118,2393,10842,0.308356771122
22117,2393,10861,0.358791719967
22147,2394,1865,0.142741784725
22146,2394,1886,0.364269890545
22145,2394,1896,0.235245227259
22144,2394,1898,0.312174815058
22143,2394,4014,0.284172253292
22142,2394,4123,0.193834082636
22141,2394,4143,0.278777697599
22140,2394,5848,0.293914997086
22139,2394,7516,0.16988292458
22138,2394,7665,0.290399810807
22137,2394,10063,0.138686061121
22136,2394,10070,0.264116621586
22135,2394,10073,0.318402372573
22134,2394,10486,0.23883863071
22133,2394,10619,0.226058869326
22185,2395,417,0.110538475527
22184,2395,432,0.177395132908
22183,2395,433,0.177395132908
22182,2395,1952,0.0923708352091
22181,2395,1954,0.0927753766618
22180,2395,1959,0.177395132908
22179,2395,2256,0.106604804594
22178,2395,2262,0.177395132908
22177,2395,2263,0.177395132908
22176,2395,4604,0.138954811903
22175,2395,4605,0.177395132908
22174,2395,4606,0.177395132908
22173,2395,4657,0.0754243177767
22172,2395,4674,0.177395132908
22171,2395,4675,0.177395132908
22170,2395,4902,0.111925319746
22169,2395,4903,0.177395132908
22168,2395,4985,0.177395132908
22167,2395,4986,0.177395132908
22166,2395,5006,0.0877503492557
22165,2395,5007,0.112287796287
22164,2395,5010,0.177395132908
22163,2395,6564,0.169385405984
22162,2395,6567,0.177395132908
22161,2395,6568,0.177395132908
22160,2395,7348,0.105023607549
22159,2395,7349,0.177395132908
22158,2395,7381,0.208632608038
22157,2395,7390,0.177395132908
22156,2395,7391,0.177395132908
22155,2395,7400,0.177395132908
22154,2395,7401,0.177395132908
22153,2395,7462,0.177395132908
22152,2395,7463,0.177395132908
22151,2395,7739,0.177395132908
22150,2395,7740,0.177395132908
22149,2395,11056,0.177395132908
22148,2395,11057,0.177395132908
22196,2396,1003,0.389968502746
22195,2396,2400,0.222473923395
22194,2396,2611,0.412930780128
22193,2396,2615,0.469383641692
22192,2396,4628,0.311360388875
22191,2396,7381,0.196479497235
22190,2396,7419,0.182850597944
22189,2396,8557,0.287504271181
22188,2396,9693,0.237840352833
22187,2396,10063,0.191593618316
22186,2396,10405,0.250356562296
22281,2397,701,0.108193351099
22280,2397,702,0.108193351099
22279,2397,703,0.108193351099
22278,2397,1156,0.12520116054
22277,2397,1166,0.108193351099
22276,2397,1171,0.0971536735481
22275,2397,1172,0.108193351099
22274,2397,1186,0.108193351099
22273,2397,1817,0.0787674027611
22272,2397,1908,0.108193351099
22271,2397,1909,0.108193351099
22270,2397,1910,0.108193351099
22269,2397,1911,0.108193351099
22268,2397,2271,0.269669813297
22267,2397,2278,0.108193351099
22266,2397,2285,0.0971536735481
22265,2397,2286,0.108193351099
22264,2397,2300,0.108193351099
22263,2397,2301,0.108193351099
22262,2397,2326,0.108193351099
22261,2397,2327,0.108193351099
22260,2397,3697,0.108193351099
22259,2397,3698,0.108193351099
22258,2397,3859,0.0477440311875
22257,2397,3882,0.108193351099
22256,2397,3883,0.108193351099
22255,2397,4759,0.108193351099
22254,2397,4760,0.108193351099
22253,2397,5086,0.108193351099
22252,2397,5087,0.108193351099
22251,2397,5088,0.108193351099
22250,2397,5180,0.0569207686476
22249,2397,5351,0.12520116054
22248,2397,5356,0.108193351099
22247,2397,5357,0.108193351099
22246,2397,5368,0.0930997800969
22245,2397,5373,0.108193351099
22244,2397,5527,0.108193351099
22243,2397,5528,0.108193351099
22242,2397,6310,0.108193351099
22241,2397,6311,0.108193351099
22240,2397,7308,0.108193351099
22239,2397,7309,0.108193351099
22238,2397,7310,0.108193351099
22237,2397,7311,0.108193351099
22236,2397,7472,0.108193351099
22235,2397,7473,0.108193351099
22234,2397,7474,0.108193351099
22233,2397,7657,0.108193351099
22232,2397,7658,0.108193351099
22231,2397,7659,0.108193351099
22230,2397,7997,0.216386702199
22229,2397,7998,0.108193351099
22228,2397,7999,0.108193351099
22227,2397,8000,0.108193351099
22226,2397,8001,0.108193351099
22225,2397,8070,0.108193351099
22224,2397,8071,0.108193351099
22223,2397,8485,0.108193351099
22222,2397,8486,0.108193351099
22221,2397,8487,0.108193351099
22220,2397,8611,0.0540457497584
22219,2397,8643,0.108193351099
22218,2397,8644,0.108193351099
22217,2397,8949,0.0793029676297
22216,2397,8955,0.108193351099
22215,2397,9600,0.0517819772826
22214,2397,9602,0.10330821596
22213,2397,9603,0.108193351099
22212,2397,9850,0.108193351099
22211,2397,9851,0.108193351099
22210,2397,9852,0.108193351099
22209,2397,10063,0.0413602929193
22208,2397,10064,0.10330821596
22207,2397,10160,0.0337851082892
22206,2397,10201,0.0787674027611
22205,2397,10202,0.108193351099
22204,2397,10861,0.0580861890197
22203,2397,10877,0.108193351099
22202,2397,10878,0.108193351099
22201,2397,10928,0.10947673441
22200,2397,10971,0.108193351099
22199,2397,10972,0.108193351099
22198,2397,10985,0.0548818001575
22197,2397,11007,0.108193351099
22388,2398,860,0.0418636857388
22387,2398,936,0.0991228023242
22386,2398,980,0.0991228023242
22385,2398,981,0.0991228023242
22384,2398,1003,0.0514178410719
22383,2398,1050,0.0991228023242
22382,2398,1051,0.0991228023242
22381,2398,1952,0.0516139078276
22380,2398,1954,0.0518399528255
22379,2398,1960,0.0991228023242
22378,2398,2057,0.0991228023242
22377,2398,2058,0.0991228023242
22376,2398,2059,0.0991228023242
22375,2398,3018,0.0991228023242
22374,2398,3019,0.0991228023242
22373,2398,3054,0.0991228023242
22372,2398,3055,0.0991228023242
22371,2398,3067,0.0991228023242
22370,2398,3068,0.0991228023242
22369,2398,3296,0.198245604648
22368,2398,3297,0.0991228023242
22367,2398,3298,0.0991228023242
22366,2398,3299,0.0991228023242
22365,2398,3300,0.0991228023242
22364,2398,4295,0.0991228023242
22363,2398,4296,0.0991228023242
22362,2398,4325,0.0869961606065
22361,2398,4328,0.0991228023242
22360,2398,4329,0.0991228023242
22359,2398,4657,0.0421447286567
22358,2398,4676,0.0991228023242
22357,2398,4677,0.0991228023242
22356,2398,4692,0.0991228023242
22355,2398,4693,0.0991228023242
22354,2398,4967,0.0813575933125
22353,2398,4969,0.0991228023242
22352,2398,5616,0.0991228023242
22351,2398,5617,0.0991228023242
22350,2398,5618,0.0991228023242
22349,2398,5619,0.0991228023242
22348,2398,5688,0.0991228023242
22347,2398,5689,0.0991228023242
22346,2398,6391,0.0737065342419
22345,2398,6392,0.0991228023242
22344,2398,6393,0.0991228023242
22343,2398,6423,0.0991228023242
22342,2398,6424,0.0991228023242
22341,2398,6490,0.0546903867716
22340,2398,6493,0.0991228023242
22339,2398,6494,0.0991228023242
22338,2398,6736,0.128187712751
22337,2398,6771,0.0914717432536
22336,2398,6772,0.0991228023242
22335,2398,6791,0.0991228023242
22334,2398,6808,0.0914717432536
22333,2398,6809,0.0991228023242
22332,2398,7516,0.0464166208046
22331,2398,7519,0.0678493826769
22330,2398,7521,0.0991228023242
22329,2398,7533,0.0991228023242
22328,2398,7534,0.0991228023242
22327,2398,7535,0.0991228023242
22326,2398,7619,0.0621460753441
22325,2398,7630,0.0991228023242
22324,2398,7631,0.0991228023242
22323,2398,7762,0.0991228023242
22322,2398,7763,0.0991228023242
22321,2398,7764,0.0991228023242
22320,2398,7799,0.0502807036932
22319,2398,7827,0.0991228023242
22318,2398,7828,0.0991228023242
22317,2398,7891,0.0991228023242
22316,2398,7892,0.0991228023242
22315,2398,8004,0.0991228023242
22314,2398,8005,0.0991228023242
22313,2398,8016,0.0869961606065
22312,2398,8017,0.0991228023242
22311,2398,8018,0.0991228023242
22310,2398,8184,0.0991228023242
22309,2398,8185,0.0991228023242
22308,2398,8361,0.0991228023242
22307,2398,9047,0.0991228023242
22306,2398,9048,0.0991228023242
22305,2398,9059,0.0991228023242
22304,2398,9060,0.0991228023242
22303,2398,9152,0.0991228023242
22302,2398,9153,0.0991228023242
22301,2398,9191,0.0991228023242
22300,2398,9192,0.0991228023242
22299,2398,9193,0.0991228023242
22298,2398,9477,0.134436919636
22297,2398,9489,0.146335962673
22296,2398,9496,0.0991228023242
22295,2398,9501,0.0991228023242
22294,2398,9693,0.047039327701
22293,2398,9708,0.0991228023242
22292,2398,9709,0.0991228023242
22291,2398,9993,0.0991228023242
22290,2398,9994,0.0991228023242
22289,2398,10160,0.0309526840275
22288,2398,10216,0.0685185660418
22287,2398,10217,0.0991228023242
22286,2398,10313,0.0991228023242
22285,2398,10314,0.0991228023242
22284,2398,10500,0.0991228023242
22283,2398,10651,0.0991228023242
